id;fr_fr
118666;Élixir arakkoa
118667;Élixir de Gentepression
118668;Élixir du Crâne-Ricanant
118670;Etendard de bataille inspirant
118671;Visage gelé du Crâne-Ricanant
118672;Visage sanglant du Crâne-Ricanant
118676;Rênes de drake émeraude
118679;Kit de continuité d'urgence gobelin
118680;Tranquillité des exarques
118673;Visage doré du Crâne-Ricanant
118700;Secret d'alchimiste de Draenor
118715;Fémur fracturé
118739;Bouclier du destin draconien
118678;Lance cérémonielle chanteguerre
118681;« Trésor » ogre
118686;Chevalière de Gehs'taal
118688;Epaulières en écaille de carapace
118682;Protecteur sabron
118683;Bande de casseurs portative
118684;Grimace forcenée
118685;Protecteur sha'tari
118690;Piège à écrevisses vide
118699;Huile d'immolation
118703;Journal de Baldir Fonderoc
118714;Miroir craquelé
118691;Explosifs de la Horde de Fer
118692;Idole de Sethekk
118693;Image de Rukhmar
118695;Venin de croc-toxique
118694;Statue d'Anzu
118696;Oeil de fixation
118698;Ailes des parias
118705;Œuf de goren chaud
118697;Gros sac de fournitures pour mascotte
118701;Clé-serre
118702;Canne de marche de Brokor
118704;Potion de rage pure
118706;Œuf de goren éclos
118707;Grappe de gemmes
118708;Lance de Solegrâce
118709;Fleur de mort
118710;Pièces de rechange pour exploratron 2000
118711;Élixir de marche sur l'eau draenique
118720;Secret de forgeron de Draenor
118723;Secret de joaillier de Draenor
118712;Marteau gigantesque d'Huurand
118713;Arbalestre de guetteur de Fer
118753;Plaques de la fureur chamanique
118756;Perforeuse de Finkle
118719;Saule pétrifié
119229;Cartouchière de Horgg
118721;Secret de travailleur du cuir de Draenor
118718;Dague de volesang pâle
118731;Carte au trésor des flèches d'Arak
118736;Sifflet de capitaine
118724;Dépiauteuse de Finkle
118729;Carte au trésor de Gorgrond
118737;Tranche-destin de Main-Noire
118751;Corselet de l'étreinte nocturne
118725;Charge impie de Tharbek
118717;Réceptacle en crâne de bête
118738;Perforeuse gangrenée
118747;Poignes de puissance
118727;Carte au trésor de Givrefeu
118730;Carte au trésor de Talador
118735;Robe de paria baignée de sang
118749;Poignes du trait précis
118732;Carte au trésor de Nagrand
118733;Mine de scories instable
118734;Pagne de Snivel
118752;Tunique de la lune sanguine
118740;Mornelame de Shahram
118742;Bague ardente
118741;Scorpide mécanique
118743;Bague de désolation
118744;Bague runique de guérison
118745;Sceau tisse-douleur
118748;Gantelets frôle-chute
118777;Charme du lanceur de sang
118746;Jonc de rosette
118750;Gantelets de rapineur
118769;Sautoir braise-furie
118772;Cape de sculpte-givre
118755;Saule dégoulinant
118757;Charge terrible de Tharbek
118758;Possesseuse horrifiante de Tharbek
118760;Livre de la renaissance
118759;Expérience d'alchimie
118762;Bague du brise-portail
118767;Collier de célérité
118775;Cape de rôdeur nocturne
118761;Sceau écarlate de l'envahisseur
118764;Sceau à l'œil rubis
118765;Sceau de saphir
118770;Chaîne d'évasion
118763;Chevalière rochenoire
118766;Collier crânedent
118768;Dent affamée
118771;Cape de vent du feu de brousse
118773;Houppelande de boucher
118778;Totem de soigne-fer
118779;Charme pointelame
118780;Protecteur de brûlure sanguine
118774;Grande cape d'éveil aux armes
118787;Masse brouille-crâne
118792;Lame-défense renforcée
118793;Stylet de sorcellerie de Kuug'lar
118776;Talisman de l'envahisseur
118790;Sabre de la lune sans visage
118805;Canne de commandement de Caniki
118808;Echarpe de magi de Cognefort
118781;Hachette maculée de sang
118783;Tranche-côtes fiable de Rykard
118785;Couteau lié au Vide
118856;Emprise torsadée de Cydille
118858;Cuissards fabuleux de Fobbly
118782;Fendoir à garde en ivoire
118784;Esquille de Na'the
118786;Pète-reins de Chade
118855;Corselet adorable de Chyler
118788;Masse magnifique de Matti
118803;Poteau à gratter de Kihrawr
118816;Cape en mailles écaille-de-goren
118853;Garde-courroie de Fuufuu
118789;Masse en cristal de feu
118791;Lame tranche-cristal
118796;Arc long à corde en tripes de Kel'tann
118798;Boumtireur de Zakk Œil-Mort
118794;Baguette en fer à noyau gangrené
118795;Fendoir d'arbre draenique
118797;Arbalète à chargement automatique de l'empereur des sables
118802;Epée au bout d'un bâton de Tayger
118799;Brise-côtes draenique
118800;Pilier de malveillance
118801;Flèche de l'automne
118804;Canne de marche de Starrgo
118806;Estramaçon usé par le vent
118807;Houppelande de marche-dune
118810;Cape régalienne de Rinnila
118811;Cape en fourrure de loup brodée
118809;Drapé élégant d'Eldodin
118815;Cape de huregivre à double épaisseur
118820;Poignes d'agonie d'Anruin
118821;Coiffe mystique de compétence
118812;Cape de Kaufebyrd léchée par les flammes
118813;Grande cape couverte de goudron
118817;Corset de N'karas
118818;Mules stylées de Kymi
118814;Houppevent de berserker
118828;Toucher velouté d'Amienne
118830;Godillots vagabonds doublés de fourrure
118832;Garde-poignets fatigués de Wodin
118861;Jonc en pierre de lune terne
118819;Robe de bon augure d'Ariya
118822;Culotte de Kitsy
118824;Menottes de Noxiia
118825;Sangle en cuir de Souffle-Bise
118823;Mantelet de Moera
118827;Tunique trois fois tannée
118831;Amict d'alacrité d'Arentio
118834;Bottes en mailles stylées
118826;Mules de Cadi tachées par l'herbe
118829;Bandana de chasseur de trésors
118852;Livre de comptes d'Erorus
118857;Cabasset de défiance
118833;Liens de Pois'dexx en anneaux
118835;Gants de précision de Kayser
118836;Capuche cramoisie de Rellwyn
118840;Chaîne en cristal de feu
118837;Pantalon de Puu'sey
118839;Brassards en chaîne d'os
118841;Pendentif de poellan
118843;Gorgerin à fermoir d'Éliice
118842;Clé de chiffrage de Dorian
118845;Sceau tombal d'Azereki
118848;Gorgerin aguerri
118851;Tresse de génésaure
118844;Orbe enchaîné ossifié d'Osseric
118846;Gorgerin de pouvoir primordial
118847;Amulette de Quel'riq
118849;Chaudron du bouilleur d'os
118850;Transcription de Hir Oto'ro
118854;Bottines tabou de Zor
118869;Bague incassable de Zoronos
118870;Chevalière du général traître
118838;Spallières rayonnantes de J'kaey
118859;Mantelet de Morricalas
118862;Tentacule d'ancien bosselé
118864;Anneau casse-tête d'Aryu
118860;Brassards en butée de boulon
118866;Sceau de Yen Ta
118871;Bouclier de destin rayonnant
118872;Disque de la troisième lune
118863;Chevalière salubre de Snirfl
118865;Catalyseur de révolution
118883;Statue d'elekk en bronze
118908;Anneau bourre-pif de combattant de la fosse
118867;Jonc en quartz d'Evie
118882;Fourreau de Kyanos
118887;Ceinture rivetée de Mandenuage
118888;Sangle ornée d'Ashelia
118868;Anneau de pillage du saccageur
118875;Enigme perpétuelle de Pajeet-Nov
118881;Bracelet de Bajheric
118890;Spallières en cuir de huregivre clouté
118873;Barrière infranchissable de Jerek
118874;Rempart rochenoire
118877;Folie de Flopboum
118879;Hibiscus épineux sempervirent
118876;Pièce à deux faces porte-bonheur
118878;Clarté de Copeland
118880;Bougie semperardente
118970;Bandelettes de brûlefer
118884;Persévérance absurde de Kyb
118886;Serre-taille de la montagne
118885;Cordelière en velours enchâssée de gemmes
118889;Mantelet illuminé d'Ephew
118891;Mantelet de traqueur des dunes
118893;Diadème brillant de Lylirra
118898;Cage à canari rouillée
118907;Anneau bourre-pif de combattant de la fosse
118892;Espauliers barbelés d'épines botani
118895;Coiffe ornée de plumes
118896;Casque d'ignoble indignation
118899;Éclats de gemme désagrégés
118894;Persévérance de Toria
118897;Café de mineur
118900;Breuvage brutal de Hol'bruk
118902;Journal de minage fripé
118901;Note effacée
118904;Manie déchaînée
118905;Spores sinistres
118945;Carte de marchand
118903;Pioche de mineur préservée
118946;Cuirasse de Briseroche
118954;Protège-bras de Briseroche
118956;Bottes de marche-rail
118910;Potion d'Agilité draenique de bastonneur
118912;Potion de Force draenique de bastonneur
118916;Tonique de soins de bastonneur
118917;Tonique de soins inépuisable de bastonneur
118914;Potion d'Intelligence draenique inépuisable de bastonneur
118923;Compagnon de sentinelle
118924;Cache d'armes
118925;Butin pillé
118918;Bandana ensanglanté
118919;Œuf de goren rouge
118921;Paonneau de la Flore éternelle
118922;Cristal murmurant d'Oralius
118926;Immense pile de peaux
118927;Linge de Maximillian
118928;Cache légèrement étincelante
118929;Sac de minerai brut
118930;Sac de plantes de la Flore éternelle
118936;Manuel d'invocation du Vide
118939;Couronne de destruction
118940;Couronne de désolation
118931;Sac de fournitures de Leonid
118935;Fronde sempervirente
118937;Tresse de Gamon
118938;Duplicateur de Tempête-de-Mana
118941;Couronne de malheur
118943;Cœur couvert de végétation
118969;Protège-épaules de brûlefer
118976;Garde-jambes de tir lointain
118942;Couronne de puissance
118947;Gantelets de Briseroche
118948;Ceinturon de Briseroche
118949;Heaume de Briseroche
118950;Cuissards de Briseroche
118951;Espauliers de Briseroche
118955;Manchettes de marche-rail
118957;Braies de marche-rail
118952;Solerets de Briseroche
118953;Bouclier de Briseroche
118958;Gants de marche-rail
118962;Baudrier de marche-rail
118959;Chaperon de marche-rail
118960;Pourpoint de marche-rail
118961;Epaulières de marche-rail
118963;Corde de brûlefer
118964;Capuche de brûlefer
118966;Jambières de brûlefer
118967;Robe de brûlefer
118975;Heaume de tir lointain
118965;Protège-mains de brûlefer
118985;Coup de poing expéditif
118988;Sceptre de feu noir
118989;Marteau expéditif
118968;Sandales de brûlefer
118971;Ceinture de tir lointain
118972;Brassards de tir lointain
118973;Gantelets de tir lointain
118974;Grèves de tir lointain
118979;Hache expéditive
118981;Arc expéditif
118983;Dague expéditive
118977;Spallières de tir lointain
118982;Arbalète expéditive
119003;Totem du Vide
119006;Jonc de soigne-brasier
118978;Gilet de tir lointain
118980;Hache large expéditive
118987;Masse expéditive
118992;Bâton expéditif
118984;Sorcelame de feu noir
118995;Baguette de feu noir
119008;Chevalière en chaîne funeste
119007;Bague de la nuit sombre
118986;Fusil expéditif
118994;Estramaçon expéditif
119005;Chevalière mordante
119010;Torque en chaîne funeste
118990;Lance expéditive
118991;Bâton expéditif
118996;Amulette de feu noir
118997;Cape de feu noir
118993;Epée expéditive
119009;Sautoir de la nuit sombre
119011;Gorgerin mordant
119012;Cabochon de soigne-brasier
118999;Anneau de feu noir
118998;Cristal de feu noir
119000;Coffret de Cognefort
119001;Tonneau mystère
118909;Cachet de Cognefort
118911;Potion d'Intelligence draenique de bastonneur
118913;Potion d'Agilité draenique inépuisable de bastonneur
118915;Potion de Force draenique inépuisable de bastonneur
119013;Cape de la nuit sombre
119014;Drapé en chaîne funeste
119018;Coup de poing expéditif
119021;Bouclier de lieur de pierres
119015;Grande cape mordante
119019;Masse expéditive
119020;Epée expéditive
119022;Cidre de poire à sucre d'Ombrelune
119016;Cape de soigne-brasier
119040;Cache de trésors divers
119053;Cape en écailles de sang-creux
119058;Echarpe de sang-creux
119017;Hache expéditive
119041;Coffre de trésors mystérieux
119050;Cape robuste de Kaelynara
119059;Anneau en fer froid dent-de-démon
119023;Commande de marchand
119027;Petite commande de marchand
119028;Grande commande de marchand
119032;Coffre de prétendant rouillé
119035;Etendard de bataille inspirant
119036;Boîte de trésors chargés d'histoire
119039;Panneau d'avertissement de Lilian
119042;Caisse de trésors de valeur
119037;Réserve de raretés chargées d'histoire
119060;Chevalière de florefeuille botani
119080;Collier d'adhérent guette-ciel
119083;Corbeille de fruits
119043;Cachette de trésors fumants
119044;Cuvée Caboche-brumeuse
119049;Robustesse de Dionor
119052;Cape élimée de Gar'rok
119054;Clarté de Dionor
119055;Cape en tisse-mana de Kaelynara
119057;Cape pare-soleil de Gar'rok
119061;Anneau de soignelâme auchenaï
119062;Jonc du trompeur de Skettis
119064;Bague de fureur de vapeur
119066;Sceau de neige tombante
119069;Sceau de protecteur auchenaï
119063;Anneau à appendice lumineux de sporoptère
119065;Sceau du garde-serre Ligessang
119067;Bague de l'ongle gangrené
119068;Chevalière d'élagueur botani
119070;Bague de gemmes du trompeur de Skettis
119073;Bague du garde-serre Ligessang
119074;Sceau de terre grondante
119078;Pendentif en poussière de cristal d'âme
119071;Jonc à appendice lumineux de sporoptère
119072;Anneau de fureur de vapeur
119075;Perles de méditation de Ra'tok
119079;Collier de mystique sabregueule
119076;Bourse d'osselets de Xuk
119077;Perles d'esprit de Shadar
119085;Porte-malxuk de Xuk
119089;Gorgerin d'adhérent guette-ciel
119081;Pierre d'esprit lissée
119087;Gorgerin du seigneur de la Légion
119091;Gorgerin du chevaucheur de loup chanteguerre
119094;Reçu partiel : flacon de puanteur
119082;Talisman chanteguerre ancestral
119090;Collier d'épines botani
119093;Plume d'Aviana
119095;Reçu partiel : sous-vêtements sur mesure
119084;Collier en aigrette de terogriffe
119088;Chaîne du marteleur sabregueule
119096;Reçu partiel : livre de poésie trolle
119100;Reçu partiel : hareng saur mariné
119086;Sautoir de Shadar
119102;Reçu partiel : poignée de porte en vérifer
119116;Chaperon grandiose
119121;Ceinturon formidable
119092;Célèbre lustreur de Moroes
119097;Reçu partiel : bandages peu utilisés
119099;Reçu partiel : chaussettes en mailles
119115;Gantelets formidables
119098;Reçu partiel : carpette en peau de druide
119117;Chaperon formidable
119118;Jambières grandioses
119120;Ceinturon grandiose
119101;Reçu partiel : poussière invisible
119112;Fils de Sethe
119225;Ceinturon cousu de gronn clouté
119114;Gantelets grandioses
119119;Jambières formidables
119123;Anneau formidable
119126;Reçu partiel (aléatoire)
119113;Bombe des Arcanes
119226;Flingue de Blammo
119122;Anneau grandiose
119124;Cape grandiose
119127;Plans de bataille sargereï
119134;Déguisement sargereï
119125;Cape formidable
119197;Paiement du joaillier
119224;Arme d'hast du déchireur d'ennemis
119128;Dividendes de redistribution des profits de Greblin
119130;Tas de débris de déchiqueteurs Boîte-Noire
119131;Babioles brillantes de la Masse-Sanglante
119132;Chapelet cérémoniel de la Masse-Sanglante
119133;Tabard loup-de-givre
119135;Tabard du Conseil des exarques
119136;Tabard des parias arakkoa
119140;Tabard de la défense sha'tari
119137;Tabard de la Société de « Conservation » de Gentepression
119138;Tabard des Orcs du Crâne-Ricanant
119139;Butin de caravane mise à sac
119143;Fils de Sethe
119141;Louveteau de givre
119142;Microdéfenseur draeneï
119144;Toucher des Naaru
119145;Totem fureur-de-feu
119146;Guêpe d'os
119149;Jeune pousse forestière capturée
119151;Broyeur-d'âmes
119153;Victoire de Bronze
119147;Frai du Néant
119155;Victoire en or
119167;Contrat : redresseur de torts Heluun
119172;Bourse de jolis bijoux
119148;Jeune potamodonte albinos apprivoisé
119150;Frai céleste
119154;Victoire en argent
119159;Crâne rigolo
119156;Cristal de défense de Shattrath portatif
119157;Lolo sabron
119158;Robot coq
119162;Contrat : clerc Maluuf
119160;Totem à chatouilles
119161;Contrat : Karg Fureur-Sanglante
119166;Contrat : Gloussos
119169;Contrat : sujet de l'avant-garde de Wrynn
119163;Inhalateur d'âme
119164;Contrat : sujet paria arakkoa
119165;Contrat : professeur Gangrexplose
119168;Contrat : sujet de la Lance de Vol'jin
119170;Oeil d'observation
119174;Bâton de mage de Sol
119176;Crâne moussu de l'intrus
119179;Lance étoile de Fer
119173;Bouclier en carapace desséchée
119175;Perforatrice florepeau
119177;Schéma : Scorpide mécanique
119178;Tourbillon noir
119180;Rouleur de « bûches » goren
119181;Sabot de Yalnu
119194;Collecteur d'âmes goren
119198;Paiement du joaillier
119182;Cristal d'évacuation animique
119184;Crâne de grognepatte ancien
119190;Paiement non réclamé
119193;Cor des esprits hurlants
119183;Parchemin de rappel risqué
119185;Reçu expiré
119188;Paiement non réclamé
119189;Paiement non réclamé
119191;Paiement du joaillier
119192;Jouet à mâcher lance-de-fer
119195;Paiement du joaillier
119199;Paiement du joaillier
119196;Paiement du joaillier
119212;Main gagnante
119216;Bombe à paillettes ultra collantes
119218;Drapeau de victoire de la Horde
119200;Paiement du joaillier
119209;Lettre virulente de la fête des Brasseurs
119213;Pointe inutile
119215;Gnomebulateur robotisé
119201;Paiement du joaillier
119207;Fendoir à viande
119208;Arcanum du prophète
119210;Plateau de jeu Hearthstone
119211;Carte dorée de Hearthstone : seigneur Jaraxxus
119219;Drapeau de victoire du seigneur de guerre
119221;Barrière du gladiateur de la Horde
119217;Drapeau de victoire de l'Alliance
119220;Barrière du gladiateur de l'Alliance
119222;Défi irrécusable
119223;Contrat : Delvar Poing-de-Fer
119266;Contrat : Leorajh
119270;Contrat : Kimzee Sifflepince
119272;Contrat : Abu'gar
119227;Heaume du bélier irrésistible de Morgo
119230;Pendentif de la pustule pas mûre
119249;Contrat : professeur Gangrexplose
119251;Contrat : clerc Maluuf
119256;Contrat : Glirin
119234;Contrat : Chasseur des ombres Rala
119235;Contrat : Olin Peau-de-Sienne
119236;Contrat : Ka'la
119237;Contrat : Mulverick
119239;Contrat : maître-lame Na'shra
119267;Contrat : Ziri'ak
119278;Contrat : Aknor Porte-Acier
119276;Contrat : Blouk
119240;Contrat : Lokra
119241;Contrat : Vivianne
119242;Contrat : magistrice Serena
119250;Contrat : Karg Fureur-Sanglante
119253;Contrat : esprit de Xuk le Décharné
119259;Contrat : Alexi Barov
119243;Contrat : magistère Krelas
119244;Contrat : Hulda Lame-de-l'Ombre
119289;Contrat : Qiana Lunombre
119245;Contrat : forestier-sombre Velonara
119246;Contrat : redresseur de torts Heluun
119248;Contrat : cherchelaube Rukaryx
119247;Contrat : Gloussos
119257;Contrat : Penny Fourbidubas
119260;Contrat : Thisalee Corbeau
119288;Contrat : Daleera Croc-de-Lune
119258;Contrat : Weldon Barov
119261;Contrat : Choluna
119265;Contrat : Robot-bonheur 8000
119274;Contrat : Lantresor de la Lame
119264;Contrat : lieuse d'âme Tuulani
119286;Contrat : Fiona
119268;Contrat : prêtre de la serre Ishaal
119273;Contrat : Crin-d'Or
119277;Contrat : Tormmok
119284;Contrat : Défenseur Illona
119269;Contrat : Kurekk
119271;Contrat : Cronan
119279;Contrat : Phylarque le Verpérenne
119281;Contrat : Nat Pagle
119275;Contrat : Milhouse Tempête-de-Mana
119280;Contrat : Archimage Vargoth
119283;Contrat : Boulette
119282;Contrat : Dagg
119285;Contrat : amiral Taylor
119287;Contrat : Rulkan
119291;Contrat : artificier Andren
119292;Contrat : redresseuse de torts Onaala
119294;Contrat : artificier Romuul
119290;Contrat : Shelly Hamby
119293;Secret d'enchanteur de Draenor
119295;Contrat : Roona
119296;Contrat : rangari Chel
119297;Secret de calligraphe de Draenor
119311;Gantelets du vainqueur de Fer
119326;Anneau des pardons
119339;Bottines du forgeron vétéran
119298;Contrat : rangari Kaalya
119299;Secret d'ingénieur de Draenor
119305;Plastron du conquérant de Fer
119306;Gantelets du conquérant de Fer
119307;Jambières du conquérant de Fer
119310;Essence du conquérant de Fer
119417;Sang d'hydre préservé
119423;Bottes de la défense sha'tari
119308;Heaume du conquérant de Fer
119309;Epaulières du conquérant de Fer
119312;Heaume du vainqueur de Fer
119313;Jambières du vainqueur de Fer
119314;Epaulières du vainqueur de Fer
119315;Plastron du vainqueur de Fer
119316;Essence du vainqueur de Fer
119317;Croissance curieuse
119318;Plastron du protecteur de Fer
119319;Gantelets du protecteur de Fer
119320;Jambières du protecteur de Fer
119321;Heaume du protecteur de Fer
119322;Epaulières du protecteur de Fer
119325;Arc de l'ire
119329;Recette : Ame de la forge
119330;Coffre renforcé en acier
119323;Essence du protecteur de Fer
119324;Remède sauvage
119328;Ame de la forge
119336;Corde de chagrins attachants
119327;Chute de Durak
119351;Cape des rois couverte de vase
119364;Garde-épaules en peau d'hydre
119366;Menottes d'Ogom
119331;Brassards de force viscérale
119332;Brassards des cieux obscurcis
119333;Brassards des membres brisés
119334;Brassards du mépris cruel
119335;Ceinturon de l'arracheur d'œil
119337;Ceinture en plaques fendregorge
119346;Cape du destin de la flamme goudronnée de Kyu Sy
119349;Cape du couard craintif
119338;Ceinture des chagrins enivrés
119340;Sandales tachetées de fer
119341;Grandes bottes de scories funestes
119342;Bottillons de chauffeur du fourneau
119343;Grande cape d'aveuglement
119344;Cape du brise-magie
119350;Drapé du conseiller sargereï
119353;Gants souples de la matrone
119345;Cape complexe de Milenah
119347;Cape de vent glorieuse de Gill
119348;Journal du fief de l'amiral Taylor
119352;Robe audacieuse de Démofouet
119354;Capuche du détrameur
119355;Jambières des vents hurlants
119358;Bandelettes en mailles du Vide
119359;Tunique du traqueur des congères
119356;Mantelet de magma de Magmastoc
119357;Large ceinture de soigne-bosquet
119362;Casque en cuir de huregivre
119376;Pendentif des trois œufs
119360;Cuissardes de Temptessa
119361;Gants à poing-d'épine
119377;Collier de diamants touché par le Vide
119380;Bottes coquées de Brutag
119363;Pantalon violet extensible
119365;Ceinture à garrot ensanglantée
119367;Croquenots en carapace de fouettécaille
119368;Mitaines minutieuses de Milgra
119369;Camail de Malgosh
119370;Cliquekilt
119372;Ceinturon en écailles clouté de fer
119374;Boucle d'oreille d'ogron en or
119371;Mantelet du destructeur
119373;Brassards des chaînes de cauchemar
119375;Orbe enchaîné d'omniscience
119389;Pierre de magma du tueur de la fosse
119378;Pierre de Socrethar
119388;Sceau d'autorité du seigneur funeste
119401;Lame-ailée de la sentinelle
119408;Arme d'hast du déchireur d'ennemis
119379;Prisme d'âme de Tor'goroth
119381;Garde-mains ignifugés de Grash
119382;Garde-jambes lourds de Hershak
119383;Plaques d'épaule du vigilant
119424;Cuissards de la défense sha'tari
119384;Ceinturon à sangles de Krud
119386;Bague de promesse de la compagne
119387;Jonc des âmes noyées
119402;Imperator des diablotins de Gug'tol
119385;Brassards brise-ligne de l'avant-garde
119390;Bouclier en carapace de ver de pierre
119392;Hache de la saccageuse du Vide
119394;Tranche-rein de Kurlosh
119391;Bouclier en ostéoderme gravé
119393;Hache d'ombreflamme incendiaire
119395;Dague en dent d'hydre
119396;Éclat du parle-ombre
119397;Mâchoire de goren déformée
119398;Foreuse de pilleur
119399;Casse-tête du fils de Goramal
119415;Anneau en quartz blanc givré
119400;Casse-tête en cristal robuste
119403;Mord-dans-l'âme sargereï
119404;Morille luminescente
119405;Maillet lourd de Durg
119406;Avant-bras de Racine-Profonde
119407;Grand bâton fend-les-nuages
119409;Cime cerclée de glace de la Masse-Sanglante
119413;Viseur de Gu'gok
119410;Bâton tourmenteur d'âmes
119411;Croc massif de ver de pierre
119412;Arc composite de Bal'ra
119623;Bottes d'âme solaire
119414;Cape couvre-feuilles de Yal
119420;Contrat : Miall
119421;Médaillon du défenseur sha'tari
119422;Cuirasse de la défense sha'tari
119416;Cœur de magnaron
119418;Contrat : Morketh Hurlame
119430;Bâton à gaz
119435;Voie de la flamme
119425;Ceinture de la défense sha'tari
119429;Brassards de la défense sha'tari
119436;Engin de siège surchargé
119439;Poupée vaudou personnelle
119426;Gantelets de la défense sha'tari
119427;Garde-épaules de la défense sha'tari
119518;Anneau de destruction de la pluie printanière
119521;Souliers de la pluie printanière
119524;Garde-jambes de la pluie printanière
119428;Grand heaume de la défense sha'tari
119432;Camouflage botani
119433;Voie du Vide
119434;Chimérion albinos
119431;Serviteur de Demidos
119442;Sifflet de dressage de grogneur
119454;Petit fruit
119457;Hache courte des épreuves
119437;Démolisseur surchargé
119438;Canon de défense automatisé
119441;Sifflet de dressage de sabot-glacé
119444;Sifflet de dressage de brochepierre
119440;Chaussures d'entraînement
119443;Sifflet de dressage de pelargent
119445;Sifflet de dressage de bourbefleuve
119448;Faux ornée de crânes tranche-tête
119446;Sifflet de dressage de foule-prairie
119447;Petites roues
119453;Os antique
119456;Bol en bois
119449;Baie d'ombre
119450;Lanterne du Vide
119451;Effigie grossière
119452;Étoffe arrachée
119455;Encens d'ancien
119467;Terreur des flaques
119470;Cuirasse de la lésion cardiaque
119471;Solerets de la lésion cardiaque
119458;Bardiche des épreuves
119459;Arc long des épreuves
119460;Brise-verrou des épreuves
119461;Brise-crâne des épreuves
119462;Coupe-crâne des épreuves
119464;Casse-tête des épreuves
119468;Kaliri feu-solaire
119480;Pendentif de la lésion cardiaque
119463;Bâton des épreuves
119466;Ikky
119469;Estramaçon de la lésion cardiaque
119473;Heaume de la lésion cardiaque
119849;Cotte d'anneaux du combattant primordial
119472;Gantelets de la lésion cardiaque
119474;Cuissards de la lésion cardiaque
119475;Espauliers de la lésion cardiaque
119477;Protège-bras de la lésion cardiaque
119476;Ceinturon de la lésion cardiaque
119479;Pelisse de bataille de la lésion cardiaque
119484;Idole de bataille de la lésion cardiaque
119486;Pelisse de stoïcisme de la lésion cardiaque
119478;Lame de la lésion cardiaque
119481;Anneau de puissance de la lésion cardiaque
119483;Pierre de bataille de la lésion cardiaque
119482;Bague de puissance de la lésion cardiaque
119485;Corselet de la lésion cardiaque
119487;Grèves de la lésion cardiaque
119488;Garde-mains de la lésion cardiaque
119489;Ventaille de la lésion cardiaque
119491;Amulette de la lésion cardiaque
119494;Bague de stoïcisme de la lésion cardiaque
119490;Garde-jambes de la lésion cardiaque
119493;Anneau de stoïcisme de la lésion cardiaque
119504;Bague d'assaut de la pluie printanière
119508;Poignes de la pluie printanière
119492;Idole de défenseur de la lésion cardiaque
119496;Garde-épaules de la lésion cardiaque
119498;Garde-bras de la lésion cardiaque
119499;Lame runique de la lésion cardiaque
119495;Pierre de défenseur de la lésion cardiaque
119497;Baudrier de la lésion cardiaque
119500;Pelisse de rage de la pluie printanière
119501;Sautoir de la pluie printanière
119502;Idole de rage de la pluie printanière
119506;Tunique de la pluie printanière
119507;Bottines de la pluie printanière
119510;Jambières de la pluie printanière
119503;Anneau d'assaut de la pluie printanière
119517;Bague de destruction de la pluie printanière
119530;Collier de la pluie printanière
119543;Manchettes de la pluie printanière
119587;Garde-jambes de danse-brume
119505;Pierre de rage de la pluie printanière
119516;Idole de destruction de la pluie printanière
119529;Pelisse de sagesse de la pluie printanière
119545;Pelisse de rage de cherche-piste
119509;Chapel de la pluie printanière
119512;Gourdin de la pluie printanière
119515;Médaillon de la pluie printanière
119519;Pierre de destruction de la pluie printanière
119511;Spallières de la pluie printanière
119513;Ceinture de la pluie printanière
119514;Brassards de la pluie printanière
119531;Idole de sagesse de la pluie printanière
119520;Gilet de la pluie printanière
119522;Garde-mains de la pluie printanière
119523;Heaume de la pluie printanière
119525;Lance de la pluie printanière
119526;Espauliers de la pluie printanière
119527;Corde de la pluie printanière
119622;Pelisse de sagesse d'âme solaire
119638;Rempart d'âme solaire
119528;Crispins de la pluie printanière
119535;Pelisse de destruction de la pluie printanière
119536;Pourpoint de la pluie printanière
119537;Bottes de la pluie printanière
119532;Bague de sagesse de la pluie printanière
119544;Bâton de la pluie printanière
119547;Idole de rage de cherche-piste
119553;Gantelets de cherche-piste
119533;Anneau de sagesse de la pluie printanière
119534;Pierre de sagesse de la pluie printanière
119538;Gants de la pluie printanière
119540;Braies de la pluie printanière
119539;Chaperon de la pluie printanière
119542;Baudrier de la pluie printanière
119570;Robe de sauge des montagnes
119581;Cime de danse-brume
119541;Epaulières de la pluie printanière
119546;Sautoir de cherche-piste
119548;Bague d'assaut de cherche-piste
119549;Anneau d'assaut de cherche-piste
119589;Corde de danse-brume
119550;Pierre de rage de cherche-piste
119551;Gilet de cherche-piste
119552;Grèves de cherche-piste
119556;Spallières de cherche-piste
119554;Heaume de cherche-piste
119555;Garde-jambes de cherche-piste
119557;Ceinture de cherche-piste
119559;Fusil de cherche-piste
119558;Brassards de cherche-piste
119563;Bague de destruction de sauge des montagnes
119564;Anneau de destruction de sauge des montagnes
119565;Pierre de destruction de sauge des montagnes
119884;Gants du combattant primordial en peau-de-fer
119561;Médaillon de sauge des montagnes
119562;Idole de destruction de sauge des montagnes
119567;Protège-mains de sauge des montagnes
119572;Corde de sauge des montagnes
119566;Sandales de sauge des montagnes
119571;Protège-épaules de sauge des montagnes
119573;Bandelettes de sauge des montagnes
119575;Pelisse de destruction de sauge des montagnes
119943;Plastron du combattant primordial en plaques
119568;Chaperon de sauge des montagnes
119620;Protège-bras d'âme solaire
119637;Epée d'âme solaire
119649;Garde-mains d'âme solaire
119569;Jambières de sauge des montagnes
119621;Cuirasse d'âme solaire
119629;Anneau de sagesse d'âme solaire
119634;Plaques de bras d'âme solaire
